"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-08 09:22:00,1.60 Gb/s,1.88 Gb/s,2.99 Gb/s,1.34 Gb/s,4.69 Gb/s,1.77 Gb/s
2025-05-08 09:22:30,1.77 Gb/s,1.89 Gb/s,3.31 Gb/s,1.36 Gb/s,5.14 Gb/s,1.65 Gb/s
2025-05-08 09:23:00,1.76 Gb/s,2.01 Gb/s,3.48 Gb/s,1.53 Gb/s,5.30 Gb/s,1.81 Gb/s
2025-05-08 09:23:30,2.02 Gb/s,2.00 Gb/s,3.80 Gb/s,1.49 Gb/s,5.31 Gb/s,1.76 Gb/s
2025-05-08 09:24:00,2.04 Gb/s,1.96 Gb/s,3.77 Gb/s,1.50 Gb/s,5.45 Gb/s,1.80 Gb/s
2025-05-08 09:24:30,1.81 Gb/s,2.06 Gb/s,3.36 Gb/s,1.57 Gb/s,5.30 Gb/s,2.05 Gb/s
2025-05-08 09:25:00,1.59 Gb/s,2.09 Gb/s,3.13 Gb/s,1.44 Gb/s,5.30 Gb/s,2.02 Gb/s
2025-05-08 09:25:30,1.47 Gb/s,2.11 Gb/s,3.04 Gb/s,1.48 Gb/s,4.90 Gb/s,2.10 Gb/s
2025-05-08 09:26:00,1.31 Gb/s,2.02 Gb/s,2.90 Gb/s,1.55 Gb/s,4.89 Gb/s,2.00 Gb/s
2025-05-08 09:26:30,1.48 Gb/s,2.06 Gb/s,3.05 Gb/s,1.65 Gb/s,4.61 Gb/s,2.08 Gb/s
2025-05-08 09:27:00,1.34 Gb/s,2.01 Gb/s,2.99 Gb/s,1.65 Gb/s,4.59 Gb/s,2.10 Gb/s
2025-05-08 09:27:30,1.33 Gb/s,2.09 Gb/s,3.17 Gb/s,1.85 Gb/s,4.18 Gb/s,1.84 Gb/s
2025-05-08 09:28:00,1.47 Gb/s,1.99 Gb/s,3.16 Gb/s,1.73 Gb/s,3.78 Gb/s,1.59 Gb/s
2025-05-08 09:28:30,1.43 Gb/s,2.26 Gb/s,3.01 Gb/s,1.72 Gb/s,3.85 Gb/s,1.49 Gb/s
2025-05-08 09:29:00,1.47 Gb/s,2.19 Gb/s,3.37 Gb/s,1.67 Gb/s,3.71 Gb/s,1.48 Gb/s
2025-05-08 09:29:30,1.63 Gb/s,2.12 Gb/s,3.50 Gb/s,1.89 Gb/s,3.84 Gb/s,1.68 Gb/s
2025-05-08 09:30:00,1.66 Gb/s,2.10 Gb/s,3.63 Gb/s,2.07 Gb/s,3.99 Gb/s,1.86 Gb/s
2025-05-08 09:30:30,1.64 Gb/s,1.93 Gb/s,3.65 Gb/s,2.16 Gb/s,3.86 Gb/s,2.03 Gb/s
2025-05-08 09:31:00,1.42 Gb/s,1.87 Gb/s,3.13 Gb/s,2.09 Gb/s,3.90 Gb/s,2.10 Gb/s
2025-05-08 09:31:30,1.34 Gb/s,1.75 Gb/s,2.87 Gb/s,1.94 Gb/s,3.65 Gb/s,2.03 Gb/s
