"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-08 09:10:30,1.91 Gb/s,2.00 Gb/s,4.04 Gb/s,2.00 Gb/s,5.20 Gb/s,3.55 Gb/s
2025-05-08 09:11:00,1.73 Gb/s,2.12 Gb/s,3.95 Gb/s,2.00 Gb/s,5.13 Gb/s,4.14 Gb/s
2025-05-08 09:11:30,1.97 Gb/s,2.31 Gb/s,3.90 Gb/s,2.42 Gb/s,5.14 Gb/s,4.62 Gb/s
2025-05-08 09:12:00,2.22 Gb/s,2.43 Gb/s,4.13 Gb/s,3.31 Gb/s,5.08 Gb/s,4.56 Gb/s
2025-05-08 09:12:30,2.25 Gb/s,2.49 Gb/s,4.43 Gb/s,3.96 Gb/s,5.02 Gb/s,3.87 Gb/s
2025-05-08 09:13:00,2.41 Gb/s,2.41 Gb/s,4.67 Gb/s,3.79 Gb/s,5.06 Gb/s,3.16 Gb/s
2025-05-08 09:13:30,2.24 Gb/s,2.37 Gb/s,4.55 Gb/s,3.21 Gb/s,4.92 Gb/s,2.36 Gb/s
2025-05-08 09:14:00,1.93 Gb/s,2.08 Gb/s,3.98 Gb/s,2.58 Gb/s,4.94 Gb/s,2.25 Gb/s
2025-05-08 09:14:30,1.78 Gb/s,1.91 Gb/s,3.36 Gb/s,2.42 Gb/s,4.60 Gb/s,2.61 Gb/s
2025-05-08 09:15:00,1.64 Gb/s,1.80 Gb/s,3.48 Gb/s,2.48 Gb/s,4.29 Gb/s,2.32 Gb/s
2025-05-08 09:15:30,1.79 Gb/s,1.68 Gb/s,3.33 Gb/s,2.61 Gb/s,4.13 Gb/s,2.25 Gb/s
2025-05-08 09:16:00,1.61 Gb/s,1.58 Gb/s,3.27 Gb/s,3.00 Gb/s,4.20 Gb/s,2.22 Gb/s
2025-05-08 09:16:30,1.62 Gb/s,1.46 Gb/s,3.10 Gb/s,3.05 Gb/s,4.59 Gb/s,1.94 Gb/s
2025-05-08 09:17:00,1.65 Gb/s,1.49 Gb/s,2.91 Gb/s,3.11 Gb/s,4.34 Gb/s,2.26 Gb/s
2025-05-08 09:17:30,1.83 Gb/s,1.77 Gb/s,3.46 Gb/s,3.51 Gb/s,4.28 Gb/s,2.80 Gb/s
2025-05-08 09:18:00,2.18 Gb/s,2.03 Gb/s,4.08 Gb/s,3.53 Gb/s,4.35 Gb/s,2.99 Gb/s
2025-05-08 09:18:30,2.53 Gb/s,2.18 Gb/s,4.77 Gb/s,3.32 Gb/s,4.20 Gb/s,2.82 Gb/s
