"Time","iperf-client-4bcfb0ada8-3-f89784859-c66hs@leaf1-host3","iperf-server-4bcfb0ada8-cd48bd894-fm2g8@leaf1-host1","iperf-client-4bcfb0ada8-0-79698979c-h974j@leaf1-host2","iperf-client-4bcfb0ada8-1-7857549f89-nxj4v@leaf1-host3","iperf-client-4bcfb0ada8-2-69cf784588-mr2q8@leaf1-host3","iperf-client-538472570f-3-7545f88f5d-bnwfj@leaf2-host1","iperf-client-538472570f-0-c6b658bb6-dsqdh@leaf2-host2","iperf-client-524cd5b4f1-0-f94779ddf-q6lwk@leaf1-host1","iperf-client-538472570f-1-5d5dcd69bd-4wctx@leaf1-host2","iperf-client-524cd5b4f1-2-55d4b9b495-j7mqf@leaf2-host2","iperf-client-524cd5b4f1-3-584d44b5b8-qpvr5@leaf2-host2","iperf-server-524cd5b4f1-756c649c77-tchx8@leaf2-host3","iperf-client-538472570f-2-7d9878f8b9-qmjbs@leaf2-host1","iperf-server-538472570f-5cdb779dcf-9jzzn@leaf2-host1","iperf-client-524cd5b4f1-1-869b86bbb6-qrxfg@leaf2-host2","iperf-client-eec3cbf029-0-8d9f557b8-5mcsm@leaf1-host2","iperf-client-482b953537-2-77f8cd8dcd-h2j66@leaf2-host3","iperf-client-482b953537-0-7874fb985f-44f7w@leaf1-host1","iperf-client-eec3cbf029-3-5877db9c98-pktjd@leaf1-host3","iperf-client-eec3cbf029-2-68bb768f6f-wz28v@leaf1-host3","iperf-server-eec3cbf029-9cc9cfc9d-ws7zw@leaf1-host1","iperf-client-482b953537-1-6c989ccd89-f6rp2@leaf1-host2","iperf-client-eec3cbf029-1-5ff6c49b68-rz5vh@leaf1-host3","iperf-client-482b953537-3-5f65f648df-pzzg8@leaf2-host3","iperf-server-482b953537-7f5b9664f-99lkb@leaf2-host3","iperf-client-0c4d31d6fb-1-676b8cbcb8-z9svb@leaf1-host2","iperf-client-bd3efa1241-2-5dbd4d474f-l4pdg@leaf2-host1","iperf-client-0c4d31d6fb-0-6c885c9557-4scqw@leaf2-host3","iperf-client-bd3efa1241-1-755d78dcfb-bvhzp@leaf1-host2","iperf-client-bd3efa1241-3-658647668b-x42r5@leaf2-host1","iperf-client-0c4d31d6fb-3-69d9848dc9-br9kc@leaf2-host2","iperf-server-0c4d31d6fb-579b67b454-sdjlv@leaf2-host2","iperf-server-bd3efa1241-5684c9499-frmmg@leaf2-host1","iperf-client-bd3efa1241-0-97b74f86b-5crwl@leaf1-host1","iperf-client-0c4d31d6fb-2-6d78b999dd-kt64c@leaf2-host2","iperf-client-42c19319ce-1-ffd494bcc-thfgw@leaf1-host2","iperf-server-d28331ce03-7896f5bb-r4vdk@leaf1-host1","iperf-client-d28331ce03-2-866b7dffbb-89mwg@leaf2-host1","iperf-client-d28331ce03-3-9f5bccb67-rp7tn@leaf2-host3","iperf-client-42c19319ce-0-5cf9b8bdf6-4chqj@leaf2-host3","iperf-client-42c19319ce-2-8d5d4bf87-sk4c5@leaf1-host3","iperf-client-d28331ce03-1-679446f5f-kghft@leaf1-host2","iperf-client-42c19319ce-3-6cdc86c95b-tb7lf@leaf1-host3","iperf-client-d28331ce03-0-749bf9c8c6-q7dvf@leaf2-host1","iperf-server-42c19319ce-85b9d65674-jst8s@leaf1-host1","iperf-server-ea4bf0c35c-76754ff65-dswx6@leaf2-host3","iperf-client-7955bfac82-3-66dbffd896-p9cqt@leaf1-host3","iperf-client-7955bfac82-0-9cb94bc9f-bfb4m@leaf2-host2","iperf-server-7955bfac82-7c895c7f4b-76zxd@leaf1-host1","iperf-client-7955bfac82-1-7fc96bf5bf-h5xd4@leaf1-host2","iperf-client-ea4bf0c35c-1-6f4dc87b97-cvzkl@leaf2-host1","iperf-client-ea4bf0c35c-2-fd97f78bd-gpmdc@leaf2-host1","iperf-client-ea4bf0c35c-0-54b6d477dc-9gqc6@leaf1-host1","iperf-client-ea4bf0c35c-3-7f9484b946-f7mvd@leaf1-host1","iperf-client-7955bfac82-2-57997bc8f5-vc2gg@leaf1-host3","iperf-client-24f06291fb-3-7c8b6cb8fd-x2tb2@leaf1-host3","iperf-client-24f06291fb-1-645f79c9b7-5q9g7@leaf1-host2","iperf-server-10152ddfae-b6c8866b-97bwf@leaf2-host2","iperf-server-24f06291fb-7f6487b7df-kr2qc@leaf2-host3","iperf-client-10152ddfae-3-dbb5db84-rm6xw@leaf1-host2","iperf-client-24f06291fb-0-799d466dc7-7wjtd@leaf1-host1","iperf-client-10152ddfae-1-5576db9f55-g2k4p@leaf2-host2","iperf-client-10152ddfae-0-69b7fb98dc-q4bmh@leaf2-host3","iperf-client-24f06291fb-2-6c8b6f57c-lq4qq@leaf1-host3","iperf-client-10152ddfae-2-7f94849946-lb8lj@leaf2-host2","iperf-client-8db1b1270a-2-7f4494689b-q46wt@leaf2-host1","iperf-server-a4566e3e90-5574d899d-xdbqz@leaf1-host1","iperf-client-a4566e3e90-1-54dfd7bfbc-x84mj@leaf1-host2","iperf-client-a4566e3e90-2-846fcf587c-rxgd2@leaf1-host3","iperf-client-8db1b1270a-3-749f7fddb7-vl4sd@leaf2-host1","iperf-client-8db1b1270a-0-7475c6b696-vjdl4@leaf2-host3","iperf-client-a4566e3e90-3-5c49468478-6x78x@leaf1-host3","iperf-client-8db1b1270a-1-6fbb7956fc-gjbfp@leaf1-host2","iperf-server-8db1b1270a-c995b749f-sgdrp@leaf2-host1","iperf-client-a4566e3e90-0-76dd9856cc-qv76z@leaf2-host2","iperf-client-0d552c4957-0-7bb5d46497-qcm6s@leaf1-host1","iperf-server-0d552c4957-6bb6557945-lstd4@leaf2-host3","iperf-client-0d552c4957-1-5f5f97b85d-m69q2@leaf2-host2","iperf-client-0d552c4957-3-545db69676-jp7wv@leaf1-host1","iperf-client-0d552c4957-2-8566b86bb-d49tw@leaf2-host1","iperf-server-800c004066-77585c949-ndc6f@leaf2-host3","iperf-client-7b1c361383-1-65b4cdb646-564b8@leaf1-host2","iperf-client-800c004066-2-5b5fc74c7d-fphhr@leaf2-host2","iperf-server-7b1c361383-58f4d6ccdf-5qmgg@leaf2-host3","iperf-client-7b1c361383-2-df4dd9559-hq9st@leaf2-host1","iperf-client-800c004066-3-675f8d49d4-7lf2r@leaf2-host1","iperf-server-1063bb2bf1-848bdcdd65-lc97j@leaf2-host3","iperf-client-1063bb2bf1-2-7d8775cf54-z7dfj@leaf1-host3","iperf-client-1063bb2bf1-1-5b55f878fb-pdb8f@leaf1-host2","iperf-client-7b1c361383-0-754554544d-xcdgw@leaf1-host1","iperf-client-7b1c361383-3-654fbc8976-9glq2@leaf1-host2","iperf-client-800c004066-0-6cc565d8cc-wm66f@leaf1-host2","iperf-client-1063bb2bf1-0-68478fb7bb-cw8px@leaf1-host1","iperf-client-800c004066-1-844c6896bc-68h8q@leaf2-host2","iperf-client-1063bb2bf1-3-6b5d4fbf7-9btdr@leaf1-host3","iperf-client-4fcedf2a56-0-58c5d87cf4-scm78@leaf2-host3","iperf-server-4fcedf2a56-d9fd67446-zr9t2@leaf2-host2","iperf-client-4fcedf2a56-3-668b4f4fdf-zwvxt@leaf2-host1","iperf-client-4fcedf2a56-2-855c4964c9-th9xn@leaf2-host2","iperf-client-4fcedf2a56-1-7f67b6dc6d-95qqg@leaf1-host3"
2025-05-08 09:31:50,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300
