"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-08 09:23:30,1.96 Gb/s,2.00 Gb/s,3.48 Gb/s,1.52 Gb/s,5.36 Gb/s,1.83 Gb/s
2025-05-08 09:24:00,2.01 Gb/s,2.00 Gb/s,3.74 Gb/s,1.55 Gb/s,5.54 Gb/s,1.94 Gb/s
2025-05-08 09:24:30,1.68 Gb/s,2.03 Gb/s,3.53 Gb/s,1.55 Gb/s,5.34 Gb/s,1.95 Gb/s
2025-05-08 09:25:00,1.54 Gb/s,2.01 Gb/s,3.35 Gb/s,1.53 Gb/s,5.22 Gb/s,2.03 Gb/s
2025-05-08 09:25:30,1.53 Gb/s,1.99 Gb/s,3.12 Gb/s,1.44 Gb/s,5.11 Gb/s,1.95 Gb/s
2025-05-08 09:26:00,1.31 Gb/s,2.02 Gb/s,2.94 Gb/s,1.55 Gb/s,4.90 Gb/s,2.11 Gb/s
2025-05-08 09:26:30,1.51 Gb/s,1.94 Gb/s,3.06 Gb/s,1.59 Gb/s,4.78 Gb/s,1.93 Gb/s
2025-05-08 09:27:00,1.37 Gb/s,2.02 Gb/s,3.02 Gb/s,1.78 Gb/s,4.36 Gb/s,1.95 Gb/s
2025-05-08 09:27:30,1.32 Gb/s,2.07 Gb/s,3.12 Gb/s,1.94 Gb/s,4.48 Gb/s,1.88 Gb/s
2025-05-08 09:28:00,1.32 Gb/s,2.04 Gb/s,3.31 Gb/s,1.74 Gb/s,4.02 Gb/s,1.65 Gb/s
2025-05-08 09:28:30,1.32 Gb/s,2.08 Gb/s,3.22 Gb/s,1.77 Gb/s,3.92 Gb/s,1.37 Gb/s
2025-05-08 09:29:00,1.50 Gb/s,2.05 Gb/s,3.40 Gb/s,1.71 Gb/s,3.77 Gb/s,1.41 Gb/s
2025-05-08 09:29:30,1.57 Gb/s,2.23 Gb/s,3.60 Gb/s,1.83 Gb/s,3.96 Gb/s,1.63 Gb/s
2025-05-08 09:30:00,1.57 Gb/s,2.16 Gb/s,3.78 Gb/s,1.91 Gb/s,4.20 Gb/s,1.88 Gb/s
2025-05-08 09:30:30,1.62 Gb/s,2.00 Gb/s,3.71 Gb/s,1.89 Gb/s,4.14 Gb/s,2.07 Gb/s
2025-05-08 09:31:00,1.42 Gb/s,1.82 Gb/s,3.19 Gb/s,1.97 Gb/s,3.84 Gb/s,2.01 Gb/s
2025-05-08 09:31:30,1.35 Gb/s,1.77 Gb/s,2.96 Gb/s,1.88 Gb/s,3.48 Gb/s,2.01 Gb/s
