"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-07 22:43:30,4.15 Gb/s,4.53 Gb/s,4.69 Gb/s,3.50 Gb/s,4.25 Gb/s,4.46 Gb/s
2025-05-07 22:44:00,4.19 Gb/s,5.02 Gb/s,4.75 Gb/s,3.84 Gb/s,3.48 Gb/s,4.89 Gb/s
2025-05-07 22:44:30,4.73 Gb/s,5.14 Gb/s,4.70 Gb/s,4.24 Gb/s,2.62 Gb/s,5.25 Gb/s
2025-05-07 22:45:00,5.43 Gb/s,4.59 Gb/s,5.00 Gb/s,3.89 Gb/s,2.01 Gb/s,4.24 Gb/s
2025-05-07 22:45:30,6.64 Gb/s,3.58 Gb/s,5.16 Gb/s,3.70 Gb/s,2.43 Gb/s,3.54 Gb/s
2025-05-07 22:46:00,7.01 Gb/s,2.19 Gb/s,4.08 Gb/s,3.02 Gb/s,3.03 Gb/s,2.99 Gb/s
2025-05-07 22:46:30,6.02 Gb/s,1.48 Gb/s,3.77 Gb/s,2.64 Gb/s,3.26 Gb/s,2.96 Gb/s
2025-05-07 22:47:00,4.61 Gb/s,1.18 Gb/s,3.13 Gb/s,2.55 Gb/s,2.57 Gb/s,3.39 Gb/s
2025-05-07 22:47:30,2.84 Gb/s,1.39 Gb/s,2.81 Gb/s,2.51 Gb/s,2.09 Gb/s,3.46 Gb/s
2025-05-07 22:48:00,1.98 Gb/s,2.42 Gb/s,2.53 Gb/s,2.69 Gb/s,1.37 Gb/s,3.14 Gb/s
2025-05-07 22:48:30,2.58 Gb/s,3.60 Gb/s,1.78 Gb/s,3.11 Gb/s,596 Mb/s,2.96 Gb/s
2025-05-07 22:49:00,2.64 Gb/s,4.54 Gb/s,1.48 Gb/s,3.37 Gb/s,452 Mb/s,2.23 Gb/s
2025-05-07 22:49:30,3.09 Gb/s,4.37 Gb/s,2.34 Gb/s,3.43 Gb/s,324 Mb/s,1.86 Gb/s
2025-05-07 22:50:00,3.63 Gb/s,4.16 Gb/s,3.54 Gb/s,2.96 Gb/s,289 Mb/s,1.41 Gb/s
2025-05-07 22:50:30,4.04 Gb/s,3.78 Gb/s,4.27 Gb/s,2.03 Gb/s,301 Mb/s,1.97 Gb/s
