"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 16:25:30,451 Mb/s,467 Mb/s,388 Mb/s,311 Mb/s
2025-05-02 16:26:00,454 Mb/s,470 Mb/s,380 Mb/s,313 Mb/s
2025-05-02 16:26:30,452 Mb/s,443 Mb/s,403 Mb/s,325 Mb/s
2025-05-02 16:27:00,476 Mb/s,445 Mb/s,389 Mb/s,316 Mb/s
2025-05-02 16:27:30,518 Mb/s,395 Mb/s,387 Mb/s,270 Mb/s
2025-05-02 16:28:00,504 Mb/s,366 Mb/s,290 Mb/s,316 Mb/s
2025-05-02 16:28:30,551 Mb/s,487 Mb/s,314 Mb/s,301 Mb/s
2025-05-02 16:29:00,461 Mb/s,399 Mb/s,263 Mb/s,340 Mb/s
2025-05-02 16:29:30,449 Mb/s,384 Mb/s,313 Mb/s,345 Mb/s
2025-05-02 16:30:00,387 Mb/s,407 Mb/s,230 Mb/s,323 Mb/s
2025-05-02 16:30:30,382 Mb/s,374 Mb/s,278 Mb/s,348 Mb/s
2025-05-02 16:31:00,367 Mb/s,422 Mb/s,235 Mb/s,320 Mb/s
2025-05-02 16:31:30,348 Mb/s,431 Mb/s,278 Mb/s,351 Mb/s
2025-05-02 16:32:00,389 Mb/s,418 Mb/s,264 Mb/s,345 Mb/s
2025-05-02 16:32:30,370 Mb/s,422 Mb/s,316 Mb/s,353 Mb/s
2025-05-02 16:33:00,399 Mb/s,349 Mb/s,342 Mb/s,350 Mb/s
2025-05-02 16:33:30,418 Mb/s,421 Mb/s,386 Mb/s,358 Mb/s
2025-05-02 16:34:00,452 Mb/s,360 Mb/s,402 Mb/s,369 Mb/s
2025-05-02 16:34:30,530 Mb/s,418 Mb/s,398 Mb/s,348 Mb/s
2025-05-02 16:35:00,487 Mb/s,480 Mb/s,425 Mb/s,322 Mb/s
2025-05-02 16:35:30,495 Mb/s,383 Mb/s,457 Mb/s,317 Mb/s
2025-05-02 16:36:00,488 Mb/s,475 Mb/s,413 Mb/s,314 Mb/s
2025-05-02 16:36:30,487 Mb/s,400 Mb/s,411 Mb/s,321 Mb/s
2025-05-02 16:37:00,553 Mb/s,457 Mb/s,417 Mb/s,357 Mb/s
2025-05-02 16:37:30,459 Mb/s,464 Mb/s,416 Mb/s,354 Mb/s
2025-05-02 16:38:00,508 Mb/s,418 Mb/s,405 Mb/s,313 Mb/s
2025-05-02 16:38:30,486 Mb/s,452 Mb/s,389 Mb/s,317 Mb/s
2025-05-02 16:39:00,535 Mb/s,432 Mb/s,375 Mb/s,278 Mb/s
2025-05-02 16:39:30,486 Mb/s,480 Mb/s,383 Mb/s,288 Mb/s
2025-05-02 16:40:00,487 Mb/s,466 Mb/s,439 Mb/s,317 Mb/s
2025-05-02 16:40:30,489 Mb/s,409 Mb/s,358 Mb/s,361 Mb/s
2025-05-02 16:41:00,461 Mb/s,446 Mb/s,450 Mb/s,370 Mb/s
2025-05-02 16:41:30,539 Mb/s,431 Mb/s,340 Mb/s,348 Mb/s
