"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 16:33:00,349 Mb/s,409 Mb/s,349 Mb/s,348 Mb/s
2025-05-02 16:33:30,465 Mb/s,450 Mb/s,349 Mb/s,350 Mb/s
2025-05-02 16:34:00,417 Mb/s,401 Mb/s,445 Mb/s,348 Mb/s
2025-05-02 16:34:30,480 Mb/s,492 Mb/s,417 Mb/s,373 Mb/s
2025-05-02 16:35:00,500 Mb/s,383 Mb/s,450 Mb/s,348 Mb/s
2025-05-02 16:35:30,476 Mb/s,398 Mb/s,420 Mb/s,353 Mb/s
2025-05-02 16:36:00,509 Mb/s,430 Mb/s,441 Mb/s,365 Mb/s
2025-05-02 16:36:30,458 Mb/s,394 Mb/s,417 Mb/s,339 Mb/s
2025-05-02 16:37:00,536 Mb/s,459 Mb/s,419 Mb/s,381 Mb/s
2025-05-02 16:37:30,508 Mb/s,426 Mb/s,417 Mb/s,344 Mb/s
2025-05-02 16:38:00,467 Mb/s,484 Mb/s,417 Mb/s,348 Mb/s
2025-05-02 16:38:30,469 Mb/s,453 Mb/s,394 Mb/s,348 Mb/s
2025-05-02 16:39:00,385 Mb/s,458 Mb/s,382 Mb/s,352 Mb/s
2025-05-02 16:39:30,424 Mb/s,440 Mb/s,335 Mb/s,359 Mb/s
2025-05-02 16:40:00,444 Mb/s,419 Mb/s,387 Mb/s,423 Mb/s
2025-05-02 16:40:30,500 Mb/s,415 Mb/s,417 Mb/s,381 Mb/s
2025-05-02 16:41:00,512 Mb/s,468 Mb/s,383 Mb/s,400 Mb/s
2025-05-02 16:41:30,459 Mb/s,414 Mb/s,383 Mb/s,359 Mb/s
