"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 15:52:00,8.70 Gb/s,8.09 Gb/s,10.6 Gb/s,9.62 Gb/s
2025-05-02 15:52:30,8.31 Gb/s,7.94 Gb/s,10.1 Gb/s,9.24 Gb/s
2025-05-02 15:53:00,8.52 Gb/s,8.11 Gb/s,10.4 Gb/s,9.01 Gb/s
2025-05-02 15:53:30,8.71 Gb/s,8.31 Gb/s,10.3 Gb/s,8.75 Gb/s
2025-05-02 15:54:00,8.63 Gb/s,7.60 Gb/s,9.26 Gb/s,8.69 Gb/s
2025-05-02 15:54:30,8.60 Gb/s,7.38 Gb/s,9.27 Gb/s,9.06 Gb/s
2025-05-02 15:55:00,7.56 Gb/s,7.13 Gb/s,8.77 Gb/s,9.91 Gb/s
2025-05-02 15:55:30,7.49 Gb/s,7.32 Gb/s,8.60 Gb/s,10.4 Gb/s
2025-05-02 15:56:00,7.47 Gb/s,7.69 Gb/s,8.27 Gb/s,10.6 Gb/s
2025-05-02 15:56:30,7.61 Gb/s,7.80 Gb/s,8.37 Gb/s,10.0 Gb/s
2025-05-02 15:57:00,8.38 Gb/s,7.40 Gb/s,8.71 Gb/s,9.17 Gb/s
2025-05-02 15:57:30,8.94 Gb/s,7.40 Gb/s,8.40 Gb/s,8.83 Gb/s
2025-05-02 15:58:00,7.72 Gb/s,7.18 Gb/s,8.19 Gb/s,8.47 Gb/s
2025-05-02 15:58:30,7.03 Gb/s,7.21 Gb/s,8.04 Gb/s,8.63 Gb/s
2025-05-02 15:59:00,5.97 Gb/s,7.12 Gb/s,8.58 Gb/s,8.87 Gb/s
2025-05-02 15:59:30,5.60 Gb/s,7.21 Gb/s,9.56 Gb/s,8.16 Gb/s
2025-05-02 16:00:00,5.77 Gb/s,7.27 Gb/s,9.78 Gb/s,8.02 Gb/s
2025-05-02 16:00:30,5.49 Gb/s,7.47 Gb/s,9.56 Gb/s,7.78 Gb/s
2025-05-02 16:01:00,5.76 Gb/s,7.20 Gb/s,9.18 Gb/s,8.09 Gb/s
2025-05-02 16:01:30,6.51 Gb/s,7.00 Gb/s,9.45 Gb/s,8.03 Gb/s
2025-05-02 16:02:00,6.13 Gb/s,6.82 Gb/s,8.51 Gb/s,7.48 Gb/s
2025-05-02 16:02:30,6.76 Gb/s,5.60 Gb/s,8.52 Gb/s,7.66 Gb/s
2025-05-02 16:03:00,7.21 Gb/s,4.48 Gb/s,8.91 Gb/s,6.33 Gb/s
2025-05-02 16:03:30,8.18 Gb/s,3.56 Gb/s,8.90 Gb/s,5.33 Gb/s
2025-05-02 16:04:00,8.83 Gb/s,3.02 Gb/s,9.11 Gb/s,5.07 Gb/s
2025-05-02 16:04:30,8.96 Gb/s,3.78 Gb/s,9.20 Gb/s,5.23 Gb/s
2025-05-02 16:05:00,8.70 Gb/s,5.06 Gb/s,8.70 Gb/s,6.01 Gb/s
2025-05-02 16:05:30,7.95 Gb/s,5.93 Gb/s,7.96 Gb/s,6.32 Gb/s
2025-05-02 16:06:00,7.72 Gb/s,7.01 Gb/s,8.19 Gb/s,6.86 Gb/s
2025-05-02 16:06:30,7.72 Gb/s,7.56 Gb/s,8.25 Gb/s,7.24 Gb/s
2025-05-02 16:07:00,7.95 Gb/s,7.59 Gb/s,8.45 Gb/s,8.19 Gb/s
2025-05-02 16:07:30,7.78 Gb/s,7.42 Gb/s,8.37 Gb/s,8.68 Gb/s
2025-05-02 16:08:00,7.47 Gb/s,7.63 Gb/s,8.16 Gb/s,8.30 Gb/s
2025-05-02 16:08:30,7.31 Gb/s,7.72 Gb/s,8.07 Gb/s,8.17 Gb/s
2025-05-02 16:09:00,7.73 Gb/s,7.54 Gb/s,7.61 Gb/s,8.90 Gb/s
2025-05-02 16:09:30,7.92 Gb/s,7.46 Gb/s,8.12 Gb/s,9.05 Gb/s
2025-05-02 16:10:00,7.67 Gb/s,7.59 Gb/s,8.31 Gb/s,9.30 Gb/s
2025-05-02 16:10:30,7.97 Gb/s,7.51 Gb/s,8.45 Gb/s,9.00 Gb/s
2025-05-02 16:11:00,7.94 Gb/s,8.02 Gb/s,8.58 Gb/s,8.45 Gb/s
2025-05-02 16:11:30,8.21 Gb/s,7.80 Gb/s,8.46 Gb/s,8.58 Gb/s
2025-05-02 16:12:00,7.44 Gb/s,7.37 Gb/s,8.66 Gb/s,8.52 Gb/s
2025-05-02 16:12:30,6.94 Gb/s,7.15 Gb/s,8.46 Gb/s,8.37 Gb/s
2025-05-02 16:13:00,6.57 Gb/s,7.32 Gb/s,8.66 Gb/s,7.98 Gb/s
2025-05-02 16:13:30,6.44 Gb/s,7.29 Gb/s,8.30 Gb/s,8.20 Gb/s
2025-05-02 16:14:00,7.03 Gb/s,7.50 Gb/s,8.16 Gb/s,7.88 Gb/s
2025-05-02 16:14:30,6.96 Gb/s,6.94 Gb/s,8.52 Gb/s,8.22 Gb/s
2025-05-02 16:15:00,6.75 Gb/s,7.11 Gb/s,9.23 Gb/s,8.03 Gb/s
2025-05-02 16:15:30,6.57 Gb/s,7.31 Gb/s,9.87 Gb/s,7.88 Gb/s
