"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 16:05:00,8.71 Gb/s,5.10 Gb/s,8.55 Gb/s,6.13 Gb/s
2025-05-02 16:05:30,7.98 Gb/s,5.97 Gb/s,7.91 Gb/s,6.32 Gb/s
2025-05-02 16:06:00,7.76 Gb/s,6.93 Gb/s,8.14 Gb/s,6.88 Gb/s
2025-05-02 16:06:30,7.72 Gb/s,7.63 Gb/s,8.22 Gb/s,7.23 Gb/s
2025-05-02 16:07:00,8.08 Gb/s,7.59 Gb/s,8.34 Gb/s,8.20 Gb/s
2025-05-02 16:07:30,7.81 Gb/s,7.49 Gb/s,8.25 Gb/s,8.67 Gb/s
2025-05-02 16:08:00,7.56 Gb/s,7.65 Gb/s,8.05 Gb/s,8.32 Gb/s
2025-05-02 16:08:30,7.36 Gb/s,7.69 Gb/s,7.97 Gb/s,8.21 Gb/s
2025-05-02 16:09:00,7.80 Gb/s,7.55 Gb/s,7.54 Gb/s,8.92 Gb/s
2025-05-02 16:09:30,8.01 Gb/s,7.44 Gb/s,8.01 Gb/s,9.12 Gb/s
2025-05-02 16:10:00,7.72 Gb/s,7.59 Gb/s,8.21 Gb/s,9.33 Gb/s
2025-05-02 16:10:30,8.01 Gb/s,7.49 Gb/s,8.40 Gb/s,9.05 Gb/s
2025-05-02 16:11:00,8.00 Gb/s,7.96 Gb/s,8.49 Gb/s,8.50 Gb/s
2025-05-02 16:11:30,8.19 Gb/s,7.85 Gb/s,8.46 Gb/s,8.54 Gb/s
2025-05-02 16:12:00,7.48 Gb/s,7.43 Gb/s,8.58 Gb/s,8.50 Gb/s
2025-05-02 16:12:30,6.92 Gb/s,7.26 Gb/s,8.46 Gb/s,8.32 Gb/s
2025-05-02 16:13:00,6.57 Gb/s,7.39 Gb/s,8.63 Gb/s,7.96 Gb/s
2025-05-02 16:13:30,6.51 Gb/s,7.31 Gb/s,8.24 Gb/s,8.16 Gb/s
2025-05-02 16:14:00,7.02 Gb/s,7.55 Gb/s,8.17 Gb/s,7.86 Gb/s
2025-05-02 16:14:30,7.11 Gb/s,6.94 Gb/s,8.44 Gb/s,8.19 Gb/s
2025-05-02 16:15:00,6.93 Gb/s,6.98 Gb/s,9.19 Gb/s,8.00 Gb/s
2025-05-02 16:15:30,6.69 Gb/s,7.33 Gb/s,9.73 Gb/s,7.96 Gb/s
2025-05-02 16:16:00,6.44 Gb/s,7.14 Gb/s,10.4 Gb/s,7.28 Gb/s
2025-05-02 16:16:30,6.33 Gb/s,7.34 Gb/s,10.9 Gb/s,7.24 Gb/s
2025-05-02 16:17:00,6.86 Gb/s,7.03 Gb/s,10.7 Gb/s,7.17 Gb/s
2025-05-02 16:17:30,7.52 Gb/s,7.29 Gb/s,10.5 Gb/s,7.45 Gb/s
2025-05-02 16:18:00,7.62 Gb/s,7.13 Gb/s,10.5 Gb/s,8.10 Gb/s
2025-05-02 16:18:30,7.96 Gb/s,6.21 Gb/s,9.76 Gb/s,8.33 Gb/s
2025-05-02 16:19:00,7.63 Gb/s,5.56 Gb/s,9.01 Gb/s,8.99 Gb/s
2025-05-02 16:19:30,7.74 Gb/s,4.66 Gb/s,8.56 Gb/s,8.90 Gb/s
2025-05-02 16:20:00,8.04 Gb/s,4.51 Gb/s,8.21 Gb/s,8.50 Gb/s
2025-05-02 16:20:30,8.07 Gb/s,4.62 Gb/s,7.91 Gb/s,7.76 Gb/s
2025-05-02 16:21:00,8.32 Gb/s,4.82 Gb/s,7.38 Gb/s,7.30 Gb/s
2025-05-02 16:21:30,8.73 Gb/s,5.26 Gb/s,7.31 Gb/s,7.30 Gb/s
2025-05-02 16:22:00,8.49 Gb/s,6.56 Gb/s,7.72 Gb/s,7.64 Gb/s
2025-05-02 16:22:30,8.93 Gb/s,7.06 Gb/s,8.42 Gb/s,8.11 Gb/s
2025-05-02 16:23:00,8.48 Gb/s,7.32 Gb/s,9.99 Gb/s,8.28 Gb/s
2025-05-02 16:23:30,8.81 Gb/s,7.41 Gb/s,10.3 Gb/s,8.25 Gb/s
2025-05-02 16:24:00,7.98 Gb/s,7.15 Gb/s,10.4 Gb/s,8.34 Gb/s
2025-05-02 16:24:30,8.00 Gb/s,7.72 Gb/s,10.4 Gb/s,8.10 Gb/s
2025-05-02 16:25:00,7.66 Gb/s,7.74 Gb/s,9.90 Gb/s,8.87 Gb/s
2025-05-02 16:25:30,7.76 Gb/s,7.64 Gb/s,10.2 Gb/s,8.72 Gb/s
2025-05-02 16:26:00,7.76 Gb/s,7.42 Gb/s,10.2 Gb/s,8.74 Gb/s
2025-05-02 16:26:30,8.19 Gb/s,7.28 Gb/s,10.4 Gb/s,8.94 Gb/s
2025-05-02 16:27:00,8.00 Gb/s,7.31 Gb/s,10.5 Gb/s,8.65 Gb/s
2025-05-02 16:27:30,7.69 Gb/s,7.66 Gb/s,10.3 Gb/s,8.52 Gb/s
2025-05-02 16:28:00,7.42 Gb/s,7.79 Gb/s,9.34 Gb/s,8.25 Gb/s
2025-05-02 16:28:30,6.56 Gb/s,7.72 Gb/s,9.74 Gb/s,8.12 Gb/s
2025-05-02 16:29:00,5.57 Gb/s,7.48 Gb/s,8.43 Gb/s,8.45 Gb/s
2025-05-02 16:29:30,4.60 Gb/s,7.13 Gb/s,9.13 Gb/s,8.61 Gb/s
2025-05-02 16:30:00,4.27 Gb/s,7.26 Gb/s,9.50 Gb/s,8.93 Gb/s
2025-05-02 16:30:30,4.22 Gb/s,7.34 Gb/s,9.91 Gb/s,8.36 Gb/s
2025-05-02 16:31:00,5.31 Gb/s,7.88 Gb/s,10.7 Gb/s,7.84 Gb/s
2025-05-02 16:31:30,6.51 Gb/s,8.15 Gb/s,10.2 Gb/s,7.97 Gb/s
2025-05-02 16:32:00,6.89 Gb/s,8.21 Gb/s,10.4 Gb/s,7.93 Gb/s
2025-05-02 16:32:30,7.58 Gb/s,8.24 Gb/s,9.44 Gb/s,8.47 Gb/s
2025-05-02 16:33:00,7.69 Gb/s,7.90 Gb/s,9.29 Gb/s,8.28 Gb/s
2025-05-02 16:33:30,7.61 Gb/s,7.28 Gb/s,8.47 Gb/s,8.91 Gb/s
2025-05-02 16:34:00,8.13 Gb/s,7.02 Gb/s,8.99 Gb/s,9.03 Gb/s
2025-05-02 16:34:30,8.42 Gb/s,6.32 Gb/s,9.47 Gb/s,8.60 Gb/s
2025-05-02 16:35:00,8.21 Gb/s,6.25 Gb/s,10.5 Gb/s,8.29 Gb/s
2025-05-02 16:35:30,8.44 Gb/s,6.55 Gb/s,10.8 Gb/s,7.23 Gb/s
2025-05-02 16:36:00,7.83 Gb/s,6.32 Gb/s,10.2 Gb/s,6.78 Gb/s
2025-05-02 16:36:30,7.97 Gb/s,6.70 Gb/s,9.87 Gb/s,6.91 Gb/s
2025-05-02 16:37:00,8.43 Gb/s,6.48 Gb/s,9.67 Gb/s,7.10 Gb/s
2025-05-02 16:37:30,8.22 Gb/s,6.40 Gb/s,9.06 Gb/s,7.66 Gb/s
2025-05-02 16:38:00,7.74 Gb/s,6.40 Gb/s,9.07 Gb/s,8.42 Gb/s
2025-05-02 16:38:30,7.05 Gb/s,6.94 Gb/s,9.39 Gb/s,8.89 Gb/s
2025-05-02 16:39:00,6.80 Gb/s,7.36 Gb/s,9.62 Gb/s,9.22 Gb/s
2025-05-02 16:39:30,6.96 Gb/s,7.36 Gb/s,9.95 Gb/s,8.94 Gb/s
2025-05-02 16:40:00,7.45 Gb/s,7.38 Gb/s,10.4 Gb/s,8.19 Gb/s
2025-05-02 16:40:30,8.21 Gb/s,7.16 Gb/s,10.3 Gb/s,8.26 Gb/s
2025-05-02 16:41:00,8.21 Gb/s,7.36 Gb/s,10.0 Gb/s,8.76 Gb/s
2025-05-02 16:41:30,8.24 Gb/s,7.72 Gb/s,8.83 Gb/s,8.88 Gb/s
