"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 19:29:30,1.21 Mb/s,259 Mb/s,1.05 Mb/s,278 Mb/s
2025-05-02 19:30:00,1.20 Mb/s,275 Mb/s,1.03 Mb/s,332 Mb/s
2025-05-02 19:30:30,19.7 Mb/s,295 Mb/s,1.07 Mb/s,278 Mb/s
2025-05-02 19:31:00,70.8 Mb/s,386 Mb/s,1.01 Mb/s,278 Mb/s
2025-05-02 19:31:30,127 Mb/s,357 Mb/s,1.07 Mb/s,357 Mb/s
2025-05-02 19:32:00,140 Mb/s,432 Mb/s,1.04 Mb/s,278 Mb/s
2025-05-02 19:32:30,147 Mb/s,440 Mb/s,1.06 Mb/s,343 Mb/s
2025-05-02 19:33:00,154 Mb/s,381 Mb/s,1.05 Mb/s,278 Mb/s
2025-05-02 19:33:30,140 Mb/s,365 Mb/s,1.05 Mb/s,173 Mb/s
2025-05-02 19:34:00,183 Mb/s,280 Mb/s,1.01 Mb/s,174 Mb/s
2025-05-02 19:34:30,141 Mb/s,371 Mb/s,1.04 Mb/s,35.6 Mb/s
2025-05-02 19:35:00,154 Mb/s,344 Mb/s,1.04 Mb/s,173 Mb/s
2025-05-02 19:35:30,164 Mb/s,374 Mb/s,1.03 Mb/s,139 Mb/s
2025-05-02 19:36:00,140 Mb/s,331 Mb/s,1.05 Mb/s,278 Mb/s
2025-05-02 19:36:30,190 Mb/s,391 Mb/s,1.09 Mb/s,198 Mb/s
2025-05-02 19:37:00,144 Mb/s,324 Mb/s,1.05 Mb/s,278 Mb/s
2025-05-02 19:37:30,140 Mb/s,413 Mb/s,1.08 Mb/s,203 Mb/s
2025-05-02 19:38:00,185 Mb/s,329 Mb/s,1.04 Mb/s,278 Mb/s
2025-05-02 19:38:30,140 Mb/s,361 Mb/s,1.09 Mb/s,209 Mb/s
2025-05-02 19:39:00,169 Mb/s,401 Mb/s,1.07 Mb/s,278 Mb/s
2025-05-02 19:39:30,150 Mb/s,368 Mb/s,1.07 Mb/s,221 Mb/s
2025-05-02 19:40:00,140 Mb/s,343 Mb/s,1.09 Mb/s,278 Mb/s
2025-05-02 19:40:30,163 Mb/s,367 Mb/s,1.06 Mb/s,199 Mb/s
2025-05-02 19:41:00,140 Mb/s,329 Mb/s,1.07 Mb/s,278 Mb/s
2025-05-02 19:41:30,173 Mb/s,389 Mb/s,1.07 Mb/s,232 Mb/s
2025-05-02 19:42:00,145 Mb/s,332 Mb/s,1.09 Mb/s,278 Mb/s
2025-05-02 19:42:30,140 Mb/s,380 Mb/s,1.11 Mb/s,192 Mb/s
2025-05-02 19:43:00,154 Mb/s,336 Mb/s,1.07 Mb/s,278 Mb/s
2025-05-02 19:43:30,105 Mb/s,371 Mb/s,1.09 Mb/s,178 Mb/s
2025-05-02 19:44:00,146 Mb/s,398 Mb/s,1.06 Mb/s,278 Mb/s
2025-05-02 19:44:30,119 Mb/s,365 Mb/s,1.11 Mb/s,165 Mb/s
2025-05-02 19:45:00,140 Mb/s,386 Mb/s,1.11 Mb/s,278 Mb/s
2025-05-02 19:45:30,156 Mb/s,355 Mb/s,1.08 Mb/s,263 Mb/s
2025-05-02 19:46:00,140 Mb/s,398 Mb/s,1.08 Mb/s,278 Mb/s
2025-05-02 19:46:30,169 Mb/s,434 Mb/s,1.12 Mb/s,330 Mb/s
2025-05-02 19:47:00,152 Mb/s,363 Mb/s,1.14 Mb/s,278 Mb/s
2025-05-02 19:47:30,140 Mb/s,360 Mb/s,1.11 Mb/s,278 Mb/s
2025-05-02 19:48:00,186 Mb/s,332 Mb/s,1.09 Mb/s,278 Mb/s
2025-05-02 19:48:30,140 Mb/s,347 Mb/s,1.09 Mb/s,278 Mb/s
2025-05-02 19:49:00,160 Mb/s,415 Mb/s,1.13 Mb/s,260 Mb/s
2025-05-02 19:49:30,158 Mb/s,345 Mb/s,1.10 Mb/s,278 Mb/s
2025-05-02 19:50:00,140 Mb/s,344 Mb/s,1.09 Mb/s,278 Mb/s
2025-05-02 19:50:30,184 Mb/s,339 Mb/s,1.12 Mb/s,278 Mb/s
2025-05-02 19:51:00,140 Mb/s,352 Mb/s,1.14 Mb/s,249 Mb/s
2025-05-02 19:51:30,142 Mb/s,399 Mb/s,1.08 Mb/s,278 Mb/s
2025-05-02 19:52:00,151 Mb/s,355 Mb/s,1.12 Mb/s,232 Mb/s
2025-05-02 19:52:30,140 Mb/s,334 Mb/s,1.13 Mb/s,278 Mb/s
2025-05-02 19:53:00,162 Mb/s,353 Mb/s,1.12 Mb/s,247 Mb/s
2025-05-02 19:53:30,140 Mb/s,324 Mb/s,1.14 Mb/s,277 Mb/s
2025-05-02 19:54:00,166 Mb/s,392 Mb/s,1.15 Mb/s,258 Mb/s
