"Time","iperf-client-1aec777144-0-6f54b57d8b-p4f9r@leaf1-host2","iperf-client-1aec777144-1-595db9dcf7-f24f4@leaf1-host2","iperf-client-1aec777144-2-85cf968f96-z7qtw@leaf1-host2","iperf-client-1aec777144-3-885c8974c-k7mq9@leaf1-host2","iperf-client-1aec777144-4-6db965b478-8nvg5@leaf1-host2","iperf-client-20d7cb439c-0-6676fb8df5-829gp@leaf2-host1","iperf-client-20d7cb439c-1-5f4dbcd84d-p7nl4@leaf2-host1","iperf-client-20d7cb439c-2-884cbdbfc-7c9kf@leaf2-host1","iperf-client-20d7cb439c-3-7f8c7fd994-gdgsq@leaf2-host1","iperf-client-20d7cb439c-4-c976b9d67-89swp@leaf2-host1","iperf-client-22555f3bcd-0-58f46d6c9f-6sjbc@leaf2-host1","iperf-client-22555f3bcd-1-6cd9d94b5b-5kn2x@leaf2-host1","iperf-client-22555f3bcd-2-698dbbbfdf-hvzbp@leaf2-host1","iperf-client-22555f3bcd-3-9b845599d-mlrjp@leaf2-host1","iperf-client-22555f3bcd-4-c4dbcfd9f-zf8qq@leaf2-host1","iperf-client-36f8c2d7b9-0-8ffc95c89-ql6xd@leaf1-host1","iperf-client-36f8c2d7b9-1-779fb5c5d6-d9wcs@leaf1-host1","iperf-client-36f8c2d7b9-2-7d8654c7f9-pnxkr@leaf1-host1","iperf-client-36f8c2d7b9-3-696b8b8d5b-z7qjg@leaf1-host1","iperf-client-36f8c2d7b9-4-77b5574969-p2tnc@leaf1-host1","iperf-client-3966ff101f-0-6f68948b4-jvtlw@leaf1-host2","iperf-client-3966ff101f-1-79b7989467-xt7jj@leaf1-host2","iperf-client-3966ff101f-2-864dc7ffd-qzfhb@leaf1-host2","iperf-client-3966ff101f-3-585d4d6bfc-6b52d@leaf1-host2","iperf-client-3966ff101f-4-54bf44c88d-h25tm@leaf1-host2","iperf-client-39e0beabd7-0-6d78489db9-qkbnq@leaf1-host1","iperf-client-39e0beabd7-1-7f94c6cc98-gh774@leaf1-host1","iperf-client-39e0beabd7-2-b5747788c-gtppc@leaf1-host1","iperf-client-39e0beabd7-3-77cc547796-zfnps@leaf1-host1","iperf-client-39e0beabd7-4-7dd88b89d5-qr6p4@leaf1-host1","iperf-client-3cb902e5be-0-7ccd9668fb-gs5n7@leaf1-host2","iperf-client-3cb902e5be-1-76888999b7-2wrwm@leaf2-host1","iperf-client-3cb902e5be-2-5489ff8ccd-tr5g9@leaf2-host1","iperf-client-3cb902e5be-3-54cc66bc7-5l6rm@leaf2-host1","iperf-client-3cb902e5be-4-56dd457676-db4pk@leaf2-host1","iperf-client-47b5eb9674-0-9bc69d7cf-5b7tf@leaf1-host2","iperf-client-47b5eb9674-1-6bdf7b459b-45p2m@leaf1-host2","iperf-client-47b5eb9674-2-75c7d59665-9hhng@leaf1-host2","iperf-client-47b5eb9674-3-549dbf5ffd-422q2@leaf1-host2","iperf-client-47b5eb9674-4-8c87fc947-95xh7@leaf1-host2","iperf-client-4b374faad1-0-6b5c7865d7-nlt2k@leaf1-host2","iperf-client-4b374faad1-1-58b7d486dd-2tcpp@leaf1-host2","iperf-client-4b374faad1-2-566868fbf7-r4xh6@leaf1-host2","iperf-client-4b374faad1-3-68569b95d-9vlfj@leaf1-host2","iperf-client-4b374faad1-4-7d6bd8d98c-2mc7n@leaf1-host2","iperf-client-4c247e4931-0-7b7867cd7f-vqqdq@leaf1-host1","iperf-client-4c247e4931-1-594cbf48b8-5dq87@leaf1-host1","iperf-client-4c247e4931-2-6d9dd7c74f-hmtgs@leaf1-host1","iperf-client-4c247e4931-3-7db57d6746-gsgsx@leaf1-host1","iperf-client-4c247e4931-4-54c9d96599-rg9np@leaf1-host1","iperf-client-581f62c9be-0-7c6bf5bb4b-gnwnj@leaf1-host1","iperf-client-581f62c9be-1-cf4f4c4df-ddr75@leaf1-host1","iperf-client-581f62c9be-2-79d85548cb-4nfzq@leaf1-host1","iperf-client-581f62c9be-3-c56556d7f-j4dww@leaf1-host1","iperf-client-581f62c9be-4-5f59947854-gqcv2@leaf1-host1","iperf-client-6254f0b10e-0-7dffc94ddf-fv2vz@leaf2-host1","iperf-client-6254f0b10e-1-66476c8458-hs4gj@leaf2-host1","iperf-client-6254f0b10e-2-58954b6c9f-b4g29@leaf2-host1","iperf-client-6254f0b10e-3-68c9f4987b-nl95g@leaf2-host1","iperf-client-6254f0b10e-4-654c6fdbbf-q4fn8@leaf2-host1","iperf-client-6e4699515b-0-b58bf897d-mcrxf@leaf1-host2","iperf-client-6e4699515b-1-5d484fb6d9-msfst@leaf1-host2","iperf-client-6e4699515b-2-c76f6ccf6-xldbn@leaf1-host2","iperf-client-6e4699515b-3-5dc45ffb87-j7qtn@leaf1-host2","iperf-client-6e4699515b-4-7c8f4697f4-9jb7n@leaf1-host2","iperf-client-70f957f1dd-0-67b7966d7f-r4zqc@leaf1-host2","iperf-client-70f957f1dd-1-c9b899f96-zdb9q@leaf1-host2","iperf-client-70f957f1dd-2-c6b5c5569-cpx82@leaf1-host2","iperf-client-70f957f1dd-3-67cf694c46-4ncmq@leaf1-host2","iperf-client-70f957f1dd-4-79cf8f466c-d22zc@leaf1-host2","iperf-client-73632642ef-0-74cf657c54-svzvl@leaf2-host1","iperf-client-73632642ef-1-ddc6768b5-sp69l@leaf2-host1","iperf-client-73632642ef-2-56478494b8-4wjh7@leaf2-host1","iperf-client-73632642ef-3-58bf6f4747-f74l4@leaf2-host1","iperf-client-73632642ef-4-666488f4c8-hkbq6@leaf2-host1","iperf-client-84982e9ef5-0-d48cb446-rdcqc@leaf1-host1","iperf-client-84982e9ef5-1-97c6c847c-v2jwz@leaf1-host1","iperf-client-84982e9ef5-2-746f88c86d-7wlvj@leaf1-host1","iperf-client-84982e9ef5-3-5f45ddbcff-8cmj6@leaf1-host1","iperf-client-84982e9ef5-4-d86b6d5fd-ndjlp@leaf1-host1","iperf-client-a962f26b31-0-5c54d4657b-7bjnt@leaf1-host2","iperf-client-a962f26b31-1-6978b55d9f-89rr5@leaf1-host2","iperf-client-a962f26b31-2-57566bcc5d-wtd4d@leaf1-host2","iperf-client-a962f26b31-3-5b7c59db77-s5t7x@leaf1-host2","iperf-client-a962f26b31-4-6cff65c544-sgtl2@leaf1-host2","iperf-client-aada87b756-0-78fcf449f4-vjdl2@leaf1-host2","iperf-client-aada87b756-1-6c4d9879b9-78w99@leaf1-host2","iperf-client-aada87b756-2-74f68dd6d4-ktxb5@leaf1-host2","iperf-client-aada87b756-3-64cfb6779f-sst6n@leaf1-host2","iperf-client-aada87b756-4-7f46bbdfdb-trgc7@leaf1-host2","iperf-client-aca6e8ad92-0-87497866c-2p7tb@leaf1-host1","iperf-client-aca6e8ad92-1-7887f694f6-j8qn6@leaf1-host1","iperf-client-aca6e8ad92-2-7d479c74d9-mxvhv@leaf1-host1","iperf-client-aca6e8ad92-3-5f5c87986-x5xrf@leaf1-host1","iperf-client-aca6e8ad92-4-6dbfcdcf6c-r7ddn@leaf1-host1","iperf-client-b48418283e-0-55b59d5d48-sx2v8@leaf1-host1","iperf-client-b48418283e-1-78bd845df5-n8vwx@leaf1-host1","iperf-client-b48418283e-2-6f85844b46-n2xp5@leaf1-host1","iperf-client-b48418283e-3-5559c7c656-ntldn@leaf1-host2","iperf-client-b48418283e-4-5cbff5fd97-cnsgg@leaf1-host2","iperf-client-b4ba76aaf2-0-77b6fdc9bc-g2cx7@leaf1-host1","iperf-client-b4ba76aaf2-1-595896554d-rlrql@leaf1-host1","iperf-client-b4ba76aaf2-2-5df4b79dd9-whwc5@leaf1-host1","iperf-client-b4ba76aaf2-3-5cbf5bbf8b-q7k9j@leaf1-host1","iperf-client-b4ba76aaf2-4-7c85bdc45f-r4cmw@leaf1-host1","iperf-client-c91cd46b83-0-6686c66896-hbvwq@leaf1-host1","iperf-client-c91cd46b83-1-798977bf9-fb2c2@leaf1-host1","iperf-client-c91cd46b83-2-5bbb6bc7b6-m7vll@leaf1-host1","iperf-client-c91cd46b83-3-5c4585c897-78cfp@leaf1-host1","iperf-client-c91cd46b83-4-5cdddcc788-2rmvd@leaf1-host1","iperf-client-d33f8997a0-0-79d688c45-mfr4h@leaf1-host1","iperf-client-d33f8997a0-1-5bf448646-gllrn@leaf1-host1","iperf-client-d33f8997a0-2-557f57847-bddc2@leaf1-host1","iperf-client-d33f8997a0-3-54dbcbf8d4-pxrgm@leaf1-host1","iperf-client-d33f8997a0-4-5fd5c9fb9c-tqkwn@leaf1-host1","iperf-client-da87bbd9d9-0-bf65476bd-lhxm4@leaf1-host2","iperf-client-da87bbd9d9-1-74d9bc6887-5q4g2@leaf1-host2","iperf-client-da87bbd9d9-2-84f4c9f9b6-hbscp@leaf1-host2","iperf-client-da87bbd9d9-3-8678fffbfc-d9lbk@leaf1-host2","iperf-client-da87bbd9d9-4-5d859d5db8-jdbzg@leaf1-host2","iperf-client-e1d3fabaaf-0-58d6c66b6-p5x4t@leaf1-host2","iperf-client-e1d3fabaaf-1-6f9d45bf7c-r4fkv@leaf1-host2","iperf-client-e1d3fabaaf-2-776bd6f6b8-6tfx9@leaf1-host2","iperf-client-e1d3fabaaf-3-59cbb7d54c-hcksc@leaf1-host2","iperf-client-e1d3fabaaf-4-84cbf9549d-blsns@leaf1-host2","iperf-client-e3d3a9001c-0-56764b58-9vkzg@leaf1-host1","iperf-client-e3d3a9001c-1-5c76c68f77-llv6q@leaf1-host1","iperf-client-e3d3a9001c-2-6b8bfcd79b-jrbwh@leaf1-host1","iperf-client-e3d3a9001c-3-5dc767669f-tg2bv@leaf1-host1","iperf-client-e3d3a9001c-4-5df6d8b5f8-mkmlf@leaf1-host1","iperf-client-e4af50253f-0-75c5988678-lmn8x@leaf1-host1","iperf-client-e4af50253f-1-6465787657-cm6z7@leaf1-host1","iperf-client-e4af50253f-2-595cb68b56-tpd2j@leaf1-host1","iperf-client-e4af50253f-3-5f85df65d7-r6crx@leaf1-host1","iperf-client-e4af50253f-4-d7b89b898-8q874@leaf1-host1","iperf-client-f5c8df123c-0-59df9c5957-bq5l2@leaf2-host1","iperf-client-f5c8df123c-1-7c6b4cc79d-njtvb@leaf2-host1","iperf-client-f5c8df123c-2-c89c86b7-4z2dp@leaf2-host1","iperf-client-f5c8df123c-3-85dc984f5b-kb2mz@leaf2-host1","iperf-client-f5c8df123c-4-86b859d66f-8zfhv@leaf2-host1","iperf-client-fadd506831-0-6bddbd557b-gqmcc@leaf1-host2","iperf-client-fadd506831-1-5f4bb9b7f5-cxxsq@leaf1-host2","iperf-client-fadd506831-2-bd4966866-fzvqb@leaf1-host2","iperf-client-fadd506831-3-68857c66f7-hvcwf@leaf1-host2","iperf-client-fadd506831-4-59694c9f44-56l8x@leaf1-host2","iperf-client-fed6ab5c02-0-65dbc75756-pb89s@leaf2-host1","iperf-client-fed6ab5c02-1-5fd5db4fff-qs7rn@leaf2-host1","iperf-client-fed6ab5c02-2-69746746-mcv97@leaf2-host1","iperf-client-fed6ab5c02-3-6f96ccb689-rgj5g@leaf2-host1","iperf-client-fed6ab5c02-4-65fd664cb-hz47l@leaf2-host1","iperf-server-1aec777144-66b6dc56c4-sbjpj@leaf1-host2","iperf-server-20d7cb439c-554fc8cbf4-hsmgf@leaf2-host1","iperf-server-22555f3bcd-6dc9c5d87d-4xzg4@leaf2-host1","iperf-server-36f8c2d7b9-f8cc77d8c-x2rxx@leaf1-host1","iperf-server-3966ff101f-75cd866f54-mc22k@leaf1-host2","iperf-server-39e0beabd7-775b8c4d7f-rb4vd@leaf1-host1","iperf-server-3cb902e5be-68bc7db7fd-kkxvb@leaf1-host2","iperf-server-47b5eb9674-85b854d87d-jnzw6@leaf1-host2","iperf-server-4b374faad1-75bdd78d86-pr55f@leaf1-host2","iperf-server-4c247e4931-9984475-k5zsp@leaf1-host1","iperf-server-581f62c9be-bcd474c67-b6rrz@leaf1-host1","iperf-server-6254f0b10e-778f7495b6-d25b6@leaf2-host1","iperf-server-6e4699515b-6f6668c678-xsz2h@leaf1-host2","iperf-server-70f957f1dd-7f5f96798-vv9vq@leaf1-host2","iperf-server-73632642ef-7984bbb69d-spb24@leaf2-host1","iperf-server-84982e9ef5-6897f9cb7f-jjzn2@leaf1-host1","iperf-server-a962f26b31-5ff4dd96f8-csvsr@leaf1-host2","iperf-server-aada87b756-7c9c44c898-l7kj8@leaf1-host2","iperf-server-aca6e8ad92-8649457ff9-gljfz@leaf1-host1","iperf-server-b48418283e-7b78fc8895-w5dld@leaf1-host1","iperf-server-b4ba76aaf2-5584fb86b7-qjhgd@leaf1-host1","iperf-server-c91cd46b83-74699b4b75-qbwnh@leaf1-host1","iperf-server-d33f8997a0-d468f5d59-xbzp6@leaf1-host1","iperf-server-da87bbd9d9-6dbb5b458-fm4jz@leaf1-host2","iperf-server-e1d3fabaaf-5547fcc554-sf7wg@leaf1-host2","iperf-server-e3d3a9001c-79768f9bb7-7fp5g@leaf1-host1","iperf-server-e4af50253f-6df5f97df9-8d4gd@leaf1-host1","iperf-server-f5c8df123c-7b898fd45d-j5k7b@leaf2-host1","iperf-server-fadd506831-76899c7f5d-2htrr@leaf1-host2","iperf-server-fed6ab5c02-7d7684b9d-csjcf@leaf2-host1"
2025-05-02 19:54:14,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
