"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-07 22:01:30,2.19 Gb/s,7.65 Gb/s,7.45 Gb/s,11.4 kb/s,1.41 Mb/s,121 kb/s
2025-05-07 22:02:00,997 Mb/s,8.36 Gb/s,8.16 Gb/s,11.6 kb/s,1.42 Mb/s,140 kb/s
2025-05-07 22:02:30,804 Mb/s,9.00 Gb/s,8.67 Gb/s,12.5 kb/s,1.42 Mb/s,147 kb/s
2025-05-07 22:03:00,533 Mb/s,9.49 Gb/s,9.04 Gb/s,10.8 kb/s,1.43 Mb/s,153 kb/s
2025-05-07 22:03:30,193 Mb/s,9.77 Gb/s,8.51 Gb/s,11.5 kb/s,1.43 Mb/s,157 kb/s
2025-05-07 22:04:00,225 Mb/s,9.18 Gb/s,8.49 Gb/s,11.3 kb/s,1.43 Mb/s,142 kb/s
2025-05-07 22:04:30,322 Mb/s,8.96 Gb/s,8.15 Gb/s,9.77 kb/s,1.43 Mb/s,143 kb/s
2025-05-07 22:05:00,804 Mb/s,8.64 Gb/s,7.14 Gb/s,10.4 kb/s,1.45 Mb/s,147 kb/s
2025-05-07 22:05:30,1.09 Gb/s,7.65 Gb/s,7.28 Gb/s,9.96 kb/s,1.45 Mb/s,147 kb/s
2025-05-07 22:06:00,2.12 Gb/s,6.84 Gb/s,7.47 Gb/s,9.27 kb/s,1.45 Mb/s,147 kb/s
2025-05-07 22:06:30,3.24 Gb/s,6.78 Gb/s,6.97 Gb/s,9.76 kb/s,1.45 Mb/s,148 kb/s
2025-05-07 22:07:00,4.07 Gb/s,7.12 Gb/s,7.17 Gb/s,9.89 kb/s,1.42 Mb/s,145 kb/s
