"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 19:39:30,140 Mb/s,367 Mb/s,357 kb/s,228 Mb/s
2025-05-02 19:40:00,190 Mb/s,418 Mb/s,415 kb/s,201 Mb/s
2025-05-02 19:40:30,140 Mb/s,381 Mb/s,402 kb/s,228 Mb/s
2025-05-02 19:41:00,140 Mb/s,418 Mb/s,448 kb/s,191 Mb/s
2025-05-02 19:41:30,140 Mb/s,375 Mb/s,418 kb/s,209 Mb/s
2025-05-02 19:42:00,140 Mb/s,435 Mb/s,426 kb/s,193 Mb/s
2025-05-02 19:42:30,210 Mb/s,333 Mb/s,364 kb/s,217 Mb/s
2025-05-02 19:43:00,141 Mb/s,433 Mb/s,392 kb/s,199 Mb/s
2025-05-02 19:43:30,140 Mb/s,287 Mb/s,352 kb/s,232 Mb/s
2025-05-02 19:44:00,177 Mb/s,395 Mb/s,395 kb/s,191 Mb/s
2025-05-02 19:44:30,140 Mb/s,290 Mb/s,376 kb/s,225 Mb/s
2025-05-02 19:45:00,193 Mb/s,418 Mb/s,427 kb/s,214 Mb/s
2025-05-02 19:45:30,140 Mb/s,442 Mb/s,386 kb/s,216 Mb/s
2025-05-02 19:46:00,140 Mb/s,418 Mb/s,447 kb/s,258 Mb/s
2025-05-02 19:46:30,154 Mb/s,461 Mb/s,415 kb/s,229 Mb/s
2025-05-02 19:47:00,140 Mb/s,444 Mb/s,462 kb/s,224 Mb/s
2025-05-02 19:47:30,195 Mb/s,418 Mb/s,408 kb/s,213 Mb/s
2025-05-02 19:48:00,140 Mb/s,466 Mb/s,428 kb/s,188 Mb/s
2025-05-02 19:48:30,140 Mb/s,420 Mb/s,392 kb/s,212 Mb/s
2025-05-02 19:49:00,199 Mb/s,388 Mb/s,435 kb/s,201 Mb/s
2025-05-02 19:49:30,141 Mb/s,449 Mb/s,384 kb/s,209 Mb/s
2025-05-02 19:50:00,174 Mb/s,418 Mb/s,414 kb/s,200 Mb/s
2025-05-02 19:50:30,141 Mb/s,456 Mb/s,363 kb/s,204 Mb/s
2025-05-02 19:51:00,140 Mb/s,383 Mb/s,401 kb/s,208 Mb/s
2025-05-02 19:51:30,173 Mb/s,418 Mb/s,351 kb/s,204 Mb/s
2025-05-02 19:52:00,140 Mb/s,370 Mb/s,406 kb/s,211 Mb/s
2025-05-02 19:52:30,169 Mb/s,417 Mb/s,364 kb/s,199 Mb/s
2025-05-02 19:53:00,140 Mb/s,409 Mb/s,411 kb/s,207 Mb/s
2025-05-02 19:53:30,141 Mb/s,417 Mb/s,390 kb/s,189 Mb/s
2025-05-02 19:54:00,141 Mb/s,387 Mb/s,409 kb/s,209 Mb/s
