"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-08 00:55:00,2.39 Gb/s,2.15 Gb/s,2.31 Gb/s,2.23 Gb/s,2.29 Gb/s,2.34 Gb/s
2025-05-08 00:55:30,2.24 Gb/s,2.58 Gb/s,2.37 Gb/s,2.17 Gb/s,2.22 Gb/s,2.48 Gb/s
2025-05-08 00:56:00,2.19 Gb/s,2.70 Gb/s,2.01 Gb/s,2.12 Gb/s,2.07 Gb/s,2.23 Gb/s
2025-05-08 00:56:30,2.36 Gb/s,3.05 Gb/s,1.71 Gb/s,2.02 Gb/s,2.27 Gb/s,2.02 Gb/s
2025-05-08 00:57:00,2.79 Gb/s,3.00 Gb/s,1.70 Gb/s,2.05 Gb/s,2.64 Gb/s,1.81 Gb/s
2025-05-08 00:57:30,2.68 Gb/s,2.80 Gb/s,1.86 Gb/s,1.88 Gb/s,2.76 Gb/s,1.83 Gb/s
2025-05-08 00:58:00,2.57 Gb/s,2.59 Gb/s,2.00 Gb/s,1.82 Gb/s,2.61 Gb/s,2.18 Gb/s
2025-05-08 00:58:30,2.60 Gb/s,2.71 Gb/s,2.24 Gb/s,1.98 Gb/s,2.51 Gb/s,2.78 Gb/s
2025-05-08 00:59:00,2.82 Gb/s,2.90 Gb/s,2.10 Gb/s,2.30 Gb/s,2.36 Gb/s,3.14 Gb/s
2025-05-08 00:59:30,2.84 Gb/s,2.99 Gb/s,1.82 Gb/s,2.23 Gb/s,2.46 Gb/s,3.41 Gb/s
2025-05-08 01:00:00,2.79 Gb/s,3.27 Gb/s,1.91 Gb/s,1.97 Gb/s,2.58 Gb/s,3.25 Gb/s
2025-05-08 01:00:30,2.45 Gb/s,2.92 Gb/s,1.58 Gb/s,1.57 Gb/s,2.31 Gb/s,2.67 Gb/s
2025-05-08 01:01:00,2.03 Gb/s,2.68 Gb/s,1.79 Gb/s,1.37 Gb/s,2.26 Gb/s,2.30 Gb/s
2025-05-08 01:01:30,1.93 Gb/s,2.64 Gb/s,1.59 Gb/s,1.34 Gb/s,1.91 Gb/s,2.09 Gb/s
2025-05-08 01:02:00,1.95 Gb/s,2.75 Gb/s,1.83 Gb/s,1.25 Gb/s,1.98 Gb/s,2.15 Gb/s
2025-05-08 01:02:30,2.14 Gb/s,2.98 Gb/s,1.94 Gb/s,1.19 Gb/s,2.27 Gb/s,2.70 Gb/s
2025-05-08 01:03:00,2.24 Gb/s,3.22 Gb/s,1.93 Gb/s,932 Mb/s,2.50 Gb/s,3.20 Gb/s
2025-05-08 01:03:30,2.14 Gb/s,3.25 Gb/s,2.27 Gb/s,1.01 Gb/s,2.92 Gb/s,3.67 Gb/s
2025-05-08 01:04:00,2.12 Gb/s,3.01 Gb/s,2.33 Gb/s,1.14 Gb/s,3.22 Gb/s,3.31 Gb/s
2025-05-08 01:04:30,2.41 Gb/s,2.82 Gb/s,2.30 Gb/s,1.53 Gb/s,3.17 Gb/s,2.71 Gb/s
2025-05-08 01:05:00,2.26 Gb/s,2.74 Gb/s,2.61 Gb/s,1.75 Gb/s,3.15 Gb/s,2.04 Gb/s
