"Time","iperf-client-982411a3e1-3-85f854dd94-czqjz@leaf1-host2","iperf-client-2762b3199a-1-c56f64959-nqxrc@leaf2-host2","iperf-client-2946b5381a-1-b465c756-tzs9c@leaf2-host2","iperf-client-2946b5381a-2-84dfff4667-qr2mk@leaf1-host2","iperf-client-6594d20a38-0-5d4fcb67b-q67dr@leaf1-host2","iperf-client-7e75d286bf-3-77cfff47cc-gjlkx@leaf2-host1","iperf-client-0d97167f58-4-6bb987c789-pvgg7@leaf1-host1","iperf-client-38026a2217-3-65875bbf77-6rj9g@leaf1-host1","iperf-client-9309549db9-4-58fb644dd-qg7qw@leaf1-host1","iperf-client-011c99c972-1-646575fb8c-4sl5q@leaf2-host1","iperf-client-761b8abcf0-1-66f7c6887-2q64f@leaf2-host2","iperf-client-9309549db9-1-59887874b5-pq44l@leaf1-host2","iperf-client-644c94bfe8-4-57fcbd98f7-xjjfs@leaf2-host1","iperf-client-9837e23c37-0-79f795c494-6k67b@leaf2-host2","iperf-client-103fdfc769-1-7f7d756fbb-slw8h@leaf2-host2","iperf-client-103fdfc769-4-67b758bc4c-klxnl@leaf2-host1","iperf-client-1d0e7590ff-2-7cdf989c95-9tphs@leaf1-host1","iperf-client-24359f6e85-1-c7d48dd4d-prcn6@leaf1-host1","iperf-client-2946b5381a-0-7f77b4c985-qvg9x@leaf2-host1","iperf-client-644c94bfe8-3-5977c5f694-t5cdp@leaf2-host2","iperf-client-38026a2217-2-5fff974ddd-rtp7m@leaf1-host2","iperf-client-1d0e7590ff-3-54c56779db-rg7q7@leaf2-host1","iperf-client-36263cfc60-0-7c945c7cb4-d7ck5@leaf1-host1","iperf-client-7e75d286bf-4-857875965d-fsgtm@leaf1-host1","iperf-client-103fdfc769-3-6558f8c596-48842@leaf1-host1","iperf-client-982411a3e1-2-58c6c9888c-4qmwp@leaf1-host1","iperf-client-0d97167f58-2-7967bb45c9-rvxg4@leaf2-host1","iperf-client-2762b3199a-3-57f5c6c557-rlpnw@leaf1-host1","iperf-client-7c1533ae38-1-5d5874b6b4-gp5k7@leaf2-host1","iperf-client-011c99c972-4-9f68cf766-xkcvp@leaf2-host1","iperf-client-333461eb00-1-5495596756-xp8sv@leaf2-host1","iperf-client-333461eb00-2-b4fc58d8c-rc8sq@leaf1-host1","iperf-client-36263cfc60-3-67c8d4dfff-4d2nt@leaf1-host2","iperf-client-6594d20a38-1-57fb54d95c-tk4b4@leaf1-host1","iperf-client-761b8abcf0-3-5cdd9b69d9-wfs7w@leaf1-host2","iperf-client-1d0e7590ff-0-578757cbfc-gdzrl@leaf2-host2","iperf-client-2946b5381a-3-694b86c7f8-qnk8v@leaf1-host1","iperf-client-644c94bfe8-1-5dc777c96-6797t@leaf2-host2","iperf-client-673889033a-3-85d8bfc899-qdprd@leaf1-host2","iperf-client-2762b3199a-0-6f749d787d-b9wdg@leaf1-host1","iperf-client-2a9bd6d266-0-6854c876dd-dfnnz@leaf2-host2","iperf-client-36263cfc60-4-c88f7c87b-kfh9z@leaf2-host2","iperf-client-7c1533ae38-4-b58888845-pxxg6@leaf2-host2","iperf-client-673889033a-4-6b5d5bb66d-xg2rr@leaf1-host1","iperf-client-24359f6e85-2-6d99b4f48c-cr6ck@leaf2-host1","iperf-client-2946b5381a-4-6665557749-j2zts@leaf2-host1","iperf-client-2a9bd6d266-2-75bfb67586-2tbg8@leaf1-host1","iperf-client-38026a2217-0-7b84f6fcdb-gxkdx@leaf1-host1","iperf-client-673889033a-1-cff647d65-bll6q@leaf2-host1","iperf-client-9837e23c37-1-6b485b866c-ckkfz@leaf1-host1","iperf-client-072c277bdc-3-6d7d584988-8hlpj@leaf1-host2","iperf-client-9309549db9-2-5f596586fd-cpp4g@leaf2-host2","iperf-client-011c99c972-3-7456dfdcdf-6gzkt@leaf2-host2","iperf-client-0d97167f58-1-586ff8556d-s4pzp@leaf2-host2","iperf-client-24359f6e85-3-688c8f4fc4-5d8cd@leaf1-host2","iperf-client-24359f6e85-4-6bdc845d45-r842v@leaf2-host2","iperf-client-2a9bd6d266-3-6cc6978655-t8tvw@leaf2-host1","iperf-client-761b8abcf0-4-5cb46679b6-w58wp@leaf2-host1","iperf-client-072c277bdc-1-5b684fb5bb-xvqgx@leaf1-host1","iperf-client-673889033a-2-f65bf4dfd-tb426@leaf2-host2","iperf-client-7e75d286bf-1-84f595d967-jp8xn@leaf1-host1","iperf-client-011c99c972-2-6fcb678fb8-6n72k@leaf1-host2","iperf-client-072c277bdc-4-78c99ffc67-wj626@leaf2-host2","iperf-client-0d97167f58-0-9fc47799c-klkd9@leaf1-host1","iperf-client-2762b3199a-2-567b768568-nxc8n@leaf2-host1","iperf-client-36263cfc60-2-75fc5878b-zhzpb@leaf2-host2","iperf-client-982411a3e1-1-6cf65bb8c6-27dc9@leaf2-host1","iperf-client-2a9bd6d266-4-7f599b5888-7zmnh@leaf2-host2","iperf-client-333461eb00-0-77d7bcd77c-p2cjr@leaf1-host2","iperf-client-644c94bfe8-0-56fdc48d5-8g6m7@leaf1-host2","iperf-client-9837e23c37-2-84cd964df6-458p8@leaf1-host2","iperf-client-982411a3e1-4-76bf45fc97-bsb4c@leaf2-host1","iperf-client-072c277bdc-0-74bdfb4ddc-qdjmn@leaf1-host2","iperf-client-38026a2217-1-58dd6ccbb7-znmlp@leaf2-host1","iperf-client-7c1533ae38-3-84f9c79f7d-r29vx@leaf1-host1","iperf-client-7e75d286bf-0-7b97c7c6b-g7vbs@leaf1-host2","iperf-client-9309549db9-3-8654fb6c7f-t7n5r@leaf1-host2","iperf-client-6594d20a38-2-6cd8fd97fd-wtv6g@leaf2-host1","iperf-client-072c277bdc-2-5857fd6b4f-dk74c@leaf2-host1","iperf-client-38026a2217-4-7bf96895d-bqw6k@leaf2-host1","iperf-client-6594d20a38-4-66969ff964-zz26t@leaf1-host1","iperf-client-761b8abcf0-2-584f685bbd-6tpkp@leaf1-host1","iperf-client-982411a3e1-0-dd99db8cc-6h6gg@leaf2-host2","iperf-client-24359f6e85-0-78547d9ffc-gnxtd@leaf1-host2","iperf-client-6594d20a38-3-59b99f9f9f-l5wr5@leaf2-host2","iperf-client-7c1533ae38-2-798d8b6c99-nbbnr@leaf1-host2","iperf-client-9ab10b11ff-0-796668c6f7-lw24g@leaf1-host2","iperf-client-9ab10b11ff-1-7f4cc557fb-t9r5t@leaf1-host1","iperf-client-103fdfc769-2-9d4cc87d9-cjk6b@leaf1-host2","iperf-client-1d0e7590ff-1-f758d7f84-4mpf9@leaf1-host2","iperf-client-36263cfc60-1-54fbb67865-tlxjq@leaf2-host1","iperf-client-1d0e7590ff-4-56857b4cc7-ppjr6@leaf2-host2","iperf-client-2762b3199a-4-669f5ccd5d-6wb2t@leaf1-host2","iperf-client-673889033a-0-55567fd756-wwc9f@leaf1-host2","iperf-client-7e75d286bf-2-6b9844f54d-rhlz9@leaf2-host2","iperf-client-9837e23c37-3-57bd596569-6txzx@leaf2-host1","iperf-client-011c99c972-0-7d5d46bb4b-s9xwr@leaf1-host1","iperf-client-0d97167f58-3-64766cd86-kmmdn@leaf1-host2","iperf-client-2a9bd6d266-1-57449fb945-lr79l@leaf1-host2","iperf-client-333461eb00-3-66b9c47bc4-nq2sp@leaf2-host2","iperf-client-7c1533ae38-0-d86487449-trsfd@leaf2-host2","iperf-client-103fdfc769-0-594fdddd67-kpcmd@leaf2-host1","iperf-client-333461eb00-4-5cc874cb65-24p46@leaf1-host2","iperf-client-9309549db9-0-6547695f4d-w42g9@leaf2-host1","iperf-client-644c94bfe8-2-765695d455-tnflc@leaf1-host1","iperf-client-761b8abcf0-0-7bddb8bbf8-dzfbc@leaf2-host1","iperf-client-9837e23c37-4-c6cf78794-x7h8l@leaf2-host2","iperf-client-cf317547fb-3-5fbf64fd5c-x647f@leaf1-host1","iperf-client-d58f7aa545-0-7565b765f4-mdzvm@leaf1-host2","iperf-client-d58f7aa545-1-5cf46f545f-qwxgj@leaf1-host1","iperf-client-ecf8bb13c9-4-cb5d65c68-km57n@leaf2-host2","iperf-server-2a9bd6d266-5f5b69f4d6-cmvxx@leaf2-host1","iperf-server-d58f7aa545-785977ffdb-79t9s@leaf1-host1","iperf-server-011c99c972-84fb85dbfd-dg7v9@leaf2-host2","iperf-server-103fdfc769-db8475b78-4flhg@leaf1-host1","iperf-server-36263cfc60-646cc56686-97ddr@leaf2-host1","iperf-server-d546b99b1e-6b5c844f86-rjhbv@leaf1-host1","iperf-client-9ab10b11ff-4-d99969d4f-ph7bv@leaf1-host1","iperf-client-c26310c218-0-5fcbfd6945-bkgwj@leaf1-host2","iperf-server-2946b5381a-8b9bff68b-7m5lv@leaf1-host2","iperf-server-38026a2217-767549dc4b-hmrvc@leaf2-host2","iperf-server-d83f0e2cb0-79c7f7d66-gzwtd@leaf2-host1","iperf-client-9c23e29180-1-66b8cd45fc-jpd4p@leaf2-host1","iperf-client-9c23e29180-0-6574f7d8f6-tl8wv@leaf1-host2","iperf-client-9c23e29180-3-59788b9dff-kdnz9@leaf2-host1","iperf-client-9ab10b11ff-2-5d7bb74c5f-r8cmb@leaf2-host2","iperf-client-d58f7aa545-3-d7994f9f7-7gbsc@leaf2-host1","iperf-server-c26310c218-6f49799578-j7v6t@leaf2-host2","iperf-client-d58f7aa545-4-7bd67f8dbb-f7pjs@leaf1-host2","iperf-server-ecf8bb13c9-659c9c69b6-8rhl9@leaf1-host2","iperf-client-cf317547fb-0-6f8b559878-r8fdw@leaf2-host1","iperf-client-d82fbf5d25-1-7b776b48f5-kjnd4@leaf1-host2","iperf-client-d58f7aa545-2-66d7d5ccd4-qgc49@leaf2-host2","iperf-client-d82fbf5d25-2-749847f95b-bb5jl@leaf2-host2","iperf-client-d82fbf5d25-4-7db4476498-cvjqv@leaf2-host1","iperf-client-9ab10b11ff-3-55bf8c7b66-9trcf@leaf2-host1","iperf-client-9c23e29180-2-7d49cf5478-s7ds7@leaf2-host2","iperf-server-9837e23c37-6bbd6ddcc8-xxbwj@leaf2-host2","iperf-client-d546b99b1e-4-6bf75dfcc9-rkwvt@leaf2-host1","iperf-client-d83f0e2cb0-0-6d746c556f-9dvb7@leaf2-host1","iperf-server-673889033a-5898b8ffdb-hm2j9@leaf1-host1","iperf-client-d546b99b1e-0-6bb9d4df75-247sf@leaf2-host2","iperf-server-7e75d286bf-6d4764cf98-pc9kp@leaf1-host1","iperf-client-c26310c218-4-54554d69-gzp9l@leaf2-host2","iperf-client-ecf8bb13c9-2-6d545864db-nmjpk@leaf1-host2","iperf-server-cf317547fb-684c49c554-tmh9v@leaf1-host2","iperf-client-c26310c218-1-695c75688d-hsgxf@leaf1-host2","iperf-server-0d97167f58-fbd8cdb6-msjxb@leaf2-host1","iperf-server-644c94bfe8-6f5464854-z5c9n@leaf1-host2","iperf-client-ecf8bb13c9-0-b4ff6dd5b-rclvl@leaf2-host1","iperf-client-cf317547fb-4-67d469fc6b-dln5t@leaf1-host2","iperf-client-d546b99b1e-1-56f4dd55c8-5k8fz@leaf2-host2","iperf-server-333461eb00-6ddc9758cd-mbtwg@leaf2-host2","iperf-client-ecf8bb13c9-1-5d89c5765-gvt2p@leaf1-host2","iperf-server-6594d20a38-7ff6bcfdbb-765fp@leaf1-host1","iperf-server-9309549db9-68578cbb46-k9wj8@leaf2-host2","iperf-server-9ab10b11ff-7f6fddd886-vbssl@leaf2-host1","iperf-client-d83f0e2cb0-3-5bf59df78-p2whm@leaf1-host1","iperf-client-c26310c218-3-77866bb798-h65tx@leaf1-host1","iperf-client-d83f0e2cb0-4-55786d6777-v8tzp@leaf1-host2","iperf-server-2762b3199a-5557657bf4-xpjft@leaf1-host1","iperf-server-9c23e29180-77dd4bfcdb-fbwnh@leaf2-host1","iperf-client-cf317547fb-2-85cf4768cb-dc7xx@leaf2-host1","iperf-server-1d0e7590ff-6b765c4bbb-j9w4j@leaf1-host2","iperf-client-d546b99b1e-2-67c586c4b9-sg7cc@leaf2-host1","iperf-server-761b8abcf0-6d7fb865b6-fqd7k@leaf2-host1","iperf-server-d82fbf5d25-5f9d57c9c8-djvqj@leaf1-host2","iperf-client-9c23e29180-4-554647ccb4-bh9h5@leaf1-host1","iperf-server-982411a3e1-76dc995f78-gk9bm@leaf1-host2","iperf-client-c26310c218-2-78f68b8cff-stgcc@leaf2-host2","iperf-server-24359f6e85-575966c6b-krv8c@leaf2-host2","iperf-server-7c1533ae38-7ccb575c94-m8gcf@leaf1-host2","iperf-client-cf317547fb-1-8558549c79-2hv8c@leaf1-host2","iperf-client-d83f0e2cb0-2-786947844c-46cxd@leaf1-host1","iperf-client-ecf8bb13c9-3-7b65fb6b7f-rhtjd@leaf1-host1","iperf-client-d546b99b1e-3-d6b6ccbb4-2nrrq@leaf1-host1","iperf-client-d82fbf5d25-0-79cddfb9c4-tgg7k@leaf1-host1","iperf-client-d82fbf5d25-3-6b4cf7b857-8b69p@leaf2-host2","iperf-server-072c277bdc-6bc7b78-lwdmv@leaf2-host1","iperf-client-d83f0e2cb0-1-59986f8556-rgc7n@leaf2-host2"
2025-05-02 18:22:34,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
