"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 17:39:00,4.01 Gb/s,3.88 Gb/s,4.03 Gb/s,4.31 Gb/s
2025-05-02 17:39:30,3.91 Gb/s,3.94 Gb/s,4.08 Gb/s,4.28 Gb/s
2025-05-02 17:40:00,3.92 Gb/s,4.05 Gb/s,4.32 Gb/s,4.41 Gb/s
2025-05-02 17:40:30,4.13 Gb/s,4.17 Gb/s,4.30 Gb/s,4.64 Gb/s
2025-05-02 17:41:00,3.89 Gb/s,4.30 Gb/s,4.36 Gb/s,4.52 Gb/s
2025-05-02 17:41:30,4.09 Gb/s,4.39 Gb/s,4.41 Gb/s,4.29 Gb/s
2025-05-02 17:42:00,3.91 Gb/s,4.20 Gb/s,4.25 Gb/s,4.37 Gb/s
2025-05-02 17:42:30,3.95 Gb/s,4.17 Gb/s,4.45 Gb/s,4.10 Gb/s
2025-05-02 17:43:00,4.00 Gb/s,4.19 Gb/s,4.30 Gb/s,4.29 Gb/s
2025-05-02 17:43:30,3.90 Gb/s,4.15 Gb/s,4.26 Gb/s,4.38 Gb/s
2025-05-02 17:44:00,4.22 Gb/s,4.40 Gb/s,4.32 Gb/s,4.16 Gb/s
2025-05-02 17:44:30,3.91 Gb/s,4.13 Gb/s,4.12 Gb/s,4.44 Gb/s
2025-05-02 17:45:00,3.81 Gb/s,3.96 Gb/s,4.12 Gb/s,4.53 Gb/s
2025-05-02 17:45:30,3.76 Gb/s,4.00 Gb/s,3.77 Gb/s,4.17 Gb/s
2025-05-02 17:46:00,3.21 Gb/s,3.91 Gb/s,3.57 Gb/s,4.08 Gb/s
2025-05-02 17:46:30,3.00 Gb/s,3.56 Gb/s,3.54 Gb/s,4.08 Gb/s
2025-05-02 17:47:00,3.03 Gb/s,3.73 Gb/s,3.42 Gb/s,3.35 Gb/s
2025-05-02 17:47:30,2.98 Gb/s,3.49 Gb/s,3.17 Gb/s,3.33 Gb/s
2025-05-02 17:48:00,2.98 Gb/s,3.53 Gb/s,3.21 Gb/s,2.82 Gb/s
2025-05-02 17:48:30,3.15 Gb/s,3.35 Gb/s,3.17 Gb/s,2.51 Gb/s
2025-05-02 17:49:00,3.21 Gb/s,3.51 Gb/s,3.13 Gb/s,2.75 Gb/s
2025-05-02 17:49:30,3.27 Gb/s,3.55 Gb/s,3.48 Gb/s,3.00 Gb/s
2025-05-02 17:50:00,3.59 Gb/s,3.76 Gb/s,3.72 Gb/s,3.10 Gb/s
2025-05-02 17:50:30,3.64 Gb/s,3.63 Gb/s,3.84 Gb/s,3.72 Gb/s
2025-05-02 17:51:00,3.62 Gb/s,3.72 Gb/s,4.21 Gb/s,3.83 Gb/s
2025-05-02 17:51:30,3.74 Gb/s,3.62 Gb/s,4.08 Gb/s,4.19 Gb/s
2025-05-02 17:52:00,3.86 Gb/s,3.72 Gb/s,4.08 Gb/s,4.18 Gb/s
2025-05-02 17:52:30,3.86 Gb/s,3.86 Gb/s,3.87 Gb/s,4.19 Gb/s
2025-05-02 17:53:00,3.82 Gb/s,3.98 Gb/s,4.14 Gb/s,4.33 Gb/s
2025-05-02 17:53:30,4.14 Gb/s,3.98 Gb/s,4.18 Gb/s,4.80 Gb/s
2025-05-02 17:54:00,4.05 Gb/s,4.12 Gb/s,4.12 Gb/s,4.75 Gb/s
2025-05-02 17:54:30,4.21 Gb/s,3.99 Gb/s,4.37 Gb/s,4.63 Gb/s
2025-05-02 17:55:00,4.03 Gb/s,3.74 Gb/s,4.12 Gb/s,4.46 Gb/s
2025-05-02 17:55:30,4.04 Gb/s,3.43 Gb/s,4.05 Gb/s,4.33 Gb/s
2025-05-02 17:56:00,4.15 Gb/s,3.48 Gb/s,4.17 Gb/s,4.35 Gb/s
2025-05-02 17:56:30,4.13 Gb/s,3.38 Gb/s,3.90 Gb/s,4.42 Gb/s
2025-05-02 17:57:00,4.26 Gb/s,3.79 Gb/s,4.06 Gb/s,4.33 Gb/s
2025-05-02 17:57:30,4.29 Gb/s,3.89 Gb/s,4.19 Gb/s,4.59 Gb/s
2025-05-02 17:58:00,4.13 Gb/s,4.25 Gb/s,4.19 Gb/s,4.46 Gb/s
2025-05-02 17:58:30,4.31 Gb/s,4.39 Gb/s,4.14 Gb/s,4.86 Gb/s
2025-05-02 17:59:00,4.36 Gb/s,4.34 Gb/s,4.27 Gb/s,4.72 Gb/s
2025-05-02 17:59:30,4.27 Gb/s,4.56 Gb/s,4.29 Gb/s,4.87 Gb/s
2025-05-02 18:00:00,4.62 Gb/s,4.63 Gb/s,4.27 Gb/s,4.87 Gb/s
2025-05-02 18:00:30,4.36 Gb/s,4.37 Gb/s,4.52 Gb/s,4.80 Gb/s
2025-05-02 18:01:00,4.28 Gb/s,4.75 Gb/s,4.22 Gb/s,4.80 Gb/s
2025-05-02 18:01:30,4.66 Gb/s,4.26 Gb/s,4.44 Gb/s,4.61 Gb/s
2025-05-02 18:02:00,4.14 Gb/s,4.30 Gb/s,4.31 Gb/s,4.66 Gb/s
2025-05-02 18:02:30,4.29 Gb/s,4.37 Gb/s,4.36 Gb/s,4.73 Gb/s
2025-05-02 18:03:00,4.48 Gb/s,4.32 Gb/s,4.23 Gb/s,4.85 Gb/s
2025-05-02 18:03:30,4.30 Gb/s,4.63 Gb/s,4.26 Gb/s,4.74 Gb/s
2025-05-02 18:04:00,4.43 Gb/s,4.38 Gb/s,4.17 Gb/s,4.46 Gb/s
2025-05-02 18:04:30,3.84 Gb/s,4.07 Gb/s,4.04 Gb/s,4.32 Gb/s
2025-05-02 18:05:00,3.77 Gb/s,4.37 Gb/s,4.08 Gb/s,4.26 Gb/s
2025-05-02 18:05:30,3.71 Gb/s,3.92 Gb/s,4.09 Gb/s,4.42 Gb/s
2025-05-02 18:06:00,3.97 Gb/s,4.32 Gb/s,4.26 Gb/s,4.63 Gb/s
2025-05-02 18:06:30,4.39 Gb/s,4.47 Gb/s,4.33 Gb/s,4.64 Gb/s
2025-05-02 18:07:00,4.32 Gb/s,4.45 Gb/s,4.48 Gb/s,4.90 Gb/s
2025-05-02 18:07:30,4.53 Gb/s,4.83 Gb/s,4.35 Gb/s,4.87 Gb/s
2025-05-02 18:08:00,4.77 Gb/s,4.59 Gb/s,4.41 Gb/s,4.77 Gb/s
2025-05-02 18:08:30,4.22 Gb/s,4.52 Gb/s,4.44 Gb/s,4.85 Gb/s
2025-05-02 18:09:00,4.25 Gb/s,4.69 Gb/s,4.15 Gb/s,4.63 Gb/s
2025-05-02 18:09:30,4.16 Gb/s,4.42 Gb/s,4.31 Gb/s,4.79 Gb/s
2025-05-02 18:10:00,4.00 Gb/s,4.49 Gb/s,4.09 Gb/s,4.69 Gb/s
2025-05-02 18:10:30,4.30 Gb/s,4.28 Gb/s,4.14 Gb/s,4.68 Gb/s
2025-05-02 18:11:00,4.08 Gb/s,4.23 Gb/s,4.24 Gb/s,4.50 Gb/s
2025-05-02 18:11:30,4.12 Gb/s,4.26 Gb/s,4.34 Gb/s,4.52 Gb/s
2025-05-02 18:12:00,3.90 Gb/s,4.14 Gb/s,4.26 Gb/s,4.40 Gb/s
2025-05-02 18:12:30,3.88 Gb/s,4.31 Gb/s,4.00 Gb/s,4.50 Gb/s
2025-05-02 18:13:00,3.84 Gb/s,4.22 Gb/s,3.82 Gb/s,4.53 Gb/s
2025-05-02 18:13:30,3.61 Gb/s,4.21 Gb/s,3.46 Gb/s,4.68 Gb/s
2025-05-02 18:14:00,3.52 Gb/s,4.07 Gb/s,3.40 Gb/s,4.47 Gb/s
2025-05-02 18:14:30,3.46 Gb/s,3.92 Gb/s,3.48 Gb/s,4.03 Gb/s
2025-05-02 18:15:00,3.54 Gb/s,3.96 Gb/s,3.47 Gb/s,3.89 Gb/s
2025-05-02 18:15:30,3.56 Gb/s,3.91 Gb/s,3.40 Gb/s,3.45 Gb/s
2025-05-02 18:16:00,3.44 Gb/s,3.93 Gb/s,3.36 Gb/s,3.42 Gb/s
2025-05-02 18:16:30,3.24 Gb/s,3.77 Gb/s,3.52 Gb/s,3.45 Gb/s
2025-05-02 18:17:00,3.41 Gb/s,3.79 Gb/s,3.69 Gb/s,2.99 Gb/s
2025-05-02 18:17:30,3.33 Gb/s,3.79 Gb/s,3.67 Gb/s,3.02 Gb/s
2025-05-02 18:18:00,3.46 Gb/s,3.89 Gb/s,3.82 Gb/s,3.26 Gb/s
2025-05-02 18:18:30,3.36 Gb/s,3.89 Gb/s,4.02 Gb/s,3.37 Gb/s
2025-05-02 18:19:00,3.57 Gb/s,3.74 Gb/s,4.11 Gb/s,3.84 Gb/s
2025-05-02 18:19:30,3.74 Gb/s,4.25 Gb/s,4.12 Gb/s,4.19 Gb/s
2025-05-02 18:20:00,3.62 Gb/s,4.14 Gb/s,4.16 Gb/s,4.24 Gb/s
2025-05-02 18:20:30,4.05 Gb/s,4.18 Gb/s,4.10 Gb/s,4.51 Gb/s
2025-05-02 18:21:00,4.06 Gb/s,4.11 Gb/s,3.74 Gb/s,4.19 Gb/s
2025-05-02 18:21:30,3.99 Gb/s,3.99 Gb/s,3.82 Gb/s,4.34 Gb/s
2025-05-02 18:22:00,4.14 Gb/s,4.02 Gb/s,3.70 Gb/s,4.13 Gb/s
2025-05-02 18:22:30,4.07 Gb/s,4.11 Gb/s,3.73 Gb/s,4.15 Gb/s
